file,class,reasoner,iterations,time,n_subsumers,subsumers
sushi_restaurant.owl,ImitationCrab,1,4,1.413,4,"['SeaFood', 'SushiIngredient', 'Food', 'ImitationCrab']"
sushi_restaurant.owl,ImitationCrab,2,4,1.3897,4,"['SeaFood', 'SushiIngredient', 'Food', 'ImitationCrab']"
sushi_restaurant.owl,Sushi,3,,,2,"['Food', 'Sushi']"
sushi_restaurant.owl,Sushi,1,2,1.3789,2,"['Sushi', 'Food']"
sushi_restaurant.owl,Sushi,2,2,1.0973,2,"['Sushi', 'Food']"
sushi_restaurant.owl,Eggplant,3,,,5,"['Eggplant', 'Food', 'Vegetable', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Eggplant,1,4,1.4071,4,"['Eggplant', 'SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,Eggplant,2,4,1.4143,4,"['Eggplant', 'SushiIngredient', 'Food', 'Vegetable']"
sushi_restaurant.owl,Chili,3,,,5,"['Food', 'Vegetable', 'SushiIngredient', 'Vegeterian', 'Chili']"
sushi_restaurant.owl,Chili,1,4,1.3866,4,"['SushiIngredient', 'Food', 'Chili', 'Vegetable']"
sushi_restaurant.owl,Chili,2,4,1.3707,4,"['SushiIngredient', 'Food', 'Chili', 'Vegetable']"
sushi_restaurant.owl,CookedSalmon,3,,,6,"['SeaFood', 'Food', 'CookedIngredient', 'CookedSalmon', 'SushiIngredient', 'Salmon']"
sushi_restaurant.owl,CookedSalmon,1,8,2.8649,6,"['CookedSalmon', 'SushiIngredient', 'Food', 'SeaFood', 'CookedIngredient', 'Salmon']"
sushi_restaurant.owl,CookedSalmon,2,9,3.8482,6,"['CookedSalmon', 'SushiIngredient', 'Food', 'SeaFood', 'CookedIngredient', 'Salmon']"
sushi_restaurant.owl,DynamiteRoll,3,,,8,"['DeepFriedSushi', 'SeaFoodSushi', 'DynamiteRoll', 'CookedSushi', 'Food', 'SpicySushi', 'Maki', 'Sushi']"
sushi_restaurant.owl,DynamiteRoll,1,111,48.2848,8,"['Sushi', 'Food', 'DynamiteRoll', 'DeepFriedSushi', 'SeaFoodSushi', 'CookedSushi', 'Maki', 'SpicySushi']"
sushi_restaurant.owl,DynamiteRoll,2,67,25.677,8,"['Sushi', 'Food', 'DynamiteRoll', 'DeepFriedSushi', 'SeaFoodSushi', 'CookedSushi', 'Maki', 'SpicySushi']"
sushi_restaurant.owl,CookedIngredient,3,,,3,"['Food', 'CookedIngredient', 'SushiIngredient']"
sushi_restaurant.owl,CookedIngredient,1,8,4.0547,3,"['CookedIngredient', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,CookedIngredient,2,7,2.7707,3,"['CookedIngredient', 'SushiIngredient', 'Food']"
sushi_restaurant.owl,Sesame,3,,,5,"['Food', 'Vegetable', 'Sesame', 'SushiIngredient', 'Vegeterian']"
sushi_restaurant.owl,Sesame,1,4,1.9698,4,"['SushiIngredient', 'Sesame', 'Food', 'Vegetable']"
sushi_restaurant.owl,Sesame,2,4,2.2384,4,"['SushiIngredient', 'Sesame', 'Food', 'Vegetable']"
sushi_restaurant.owl,Normal,3,,,4,"['CookMethod', 'Cooked', 'Specialness', 'Normal']"
sushi_restaurant.owl,Normal,1,4,2.5239,4,"['Normal', 'Specialness', 'CookMethod', 'Cooked']"
sushi_restaurant.owl,Normal,2,4,2.5723,4,"['Normal', 'Specialness', 'CookMethod', 'Cooked']"
sushi_restaurant.owl,RawSalmon,3,,,6,"['RawIngredient', 'SeaFood', 'Food', 'SushiIngredient', 'RawSalmon', 'Salmon']"
sushi_restaurant.owl,RawSalmon,1,8,3.5219,6,"['SushiIngredient', 'Food', 'RawIngredient', 'SeaFood', 'RawSalmon', 'Salmon']"
sushi_restaurant.owl,RawSalmon,2,9,3.7381,6,"['SushiIngredient', 'Food', 'RawIngredient', 'SeaFood', 'RawSalmon', 'Salmon']"
sushi_restaurant.owl,Mild,3,,,3,"['Mild', 'Specialness', 'Spiciness']"
sushi_restaurant.owl,Mild,1,3,1.1553,3,"['Spiciness', 'Specialness', 'Mild']"
sushi_restaurant.owl,Mild,2,3,1.4326,3,"['Spiciness', 'Specialness', 'Mild']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelCell,3,,,7,"['Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'PhysicalObject', 'MerkelCell', 'Cell']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelCell,1,983,477.0912,7,"['MerkelCell', 'PhysicalObject', 'Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Cell', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelCell,2,429,229.6288,7,"['MerkelCell', 'PhysicalObject', 'Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Cell', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StabilisationOfCapillaryWallFunction,3,,,5,"['StabilisationOfCapillaryWallFunction', 'PhysiologicalFunction', 'Continuant', 'Entity', 'DependentContinuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StabilisationOfCapillaryWallFunction,1,5,3.4828,5,"['DependentContinuant', 'Continuant', 'StabilisationOfCapillaryWallFunction', 'PhysiologicalFunction', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StabilisationOfCapillaryWallFunction,2,5,3.4701,5,"['DependentContinuant', 'Continuant', 'StabilisationOfCapillaryWallFunction', 'PhysiologicalFunction', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,ClathrinCoatedVesicleFormation,3,,,7,"['Occurrent', 'StageOfReceptorMediatedEndocytosis', 'ClathrinCoatedVesicleFormation', 'PhysiologicalProcess', 'Entity', 'StageOfEndocytosis', 'CellularProcess']"
TestOntologies/Skin Physiology Ontology 2.0.owl,ClathrinCoatedVesicleFormation,1,7,4.3047,7,"['PhysiologicalProcess', 'ClathrinCoatedVesicleFormation', 'StageOfEndocytosis', 'Occurrent', 'Entity', 'StageOfReceptorMediatedEndocytosis', 'CellularProcess']"
TestOntologies/Skin Physiology Ontology 2.0.owl,ClathrinCoatedVesicleFormation,2,7,3.9186,7,"['PhysiologicalProcess', 'ClathrinCoatedVesicleFormation', 'StageOfEndocytosis', 'Occurrent', 'Entity', 'StageOfReceptorMediatedEndocytosis', 'CellularProcess']"
TestOntologies/Skin Physiology Ontology 2.0.owl,CardinalOrganPart,3,,,6,"['Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'PhysicalObject', 'CardinalOrganPart']"
TestOntologies/Skin Physiology Ontology 2.0.owl,CardinalOrganPart,1,6,3.3391,6,"['PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'CardinalOrganPart', 'Entity', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,CardinalOrganPart,2,6,3.232,6,"['PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'CardinalOrganPart', 'Entity', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,AnatomicalStructure,3,,,5,"['Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'PhysicalObject']"
TestOntologies/Skin Physiology Ontology 2.0.owl,AnatomicalStructure,1,5,2.9455,5,"['PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,AnatomicalStructure,2,5,2.9203,5,"['PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelDisc,3,,,11,"['Mechanoreceptor', 'MerkelDisc', 'Continuant', 'NerveEnding', 'AnatomicalStructure', 'IndependentContinuant', 'UnencapsulatedNerveEndings', 'SensoryReceptor', 'Entity', 'PhysicalObject', 'CardinalOrganPart']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelDisc,1,1265,752.9775,9,"['PhysicalObject', 'Continuant', 'AnatomicalStructure', 'MerkelDisc', 'IndependentContinuant', 'CardinalOrganPart', 'UnencapsulatedNerveEndings', 'NerveEnding', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,MerkelDisc,2,488,273.2631,9,"['PhysicalObject', 'Continuant', 'AnatomicalStructure', 'MerkelDisc', 'IndependentContinuant', 'CardinalOrganPart', 'UnencapsulatedNerveEndings', 'NerveEnding', 'Entity']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StratumBasale,3,,,9,"['StratumBasale', 'LayerOfEpidermis', 'SubdivisionOfEpidermis', 'Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'PhysicalObject', 'CardinalTissuePart']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StratumBasale,1,947,563.3993,9,"['PhysicalObject', 'Continuant', 'CardinalTissuePart', 'AnatomicalStructure', 'StratumBasale', 'SubdivisionOfEpidermis', 'IndependentContinuant', 'Entity', 'LayerOfEpidermis']"
TestOntologies/Skin Physiology Ontology 2.0.owl,StratumBasale,2,421,223.2127,9,"['PhysicalObject', 'Continuant', 'CardinalTissuePart', 'AnatomicalStructure', 'StratumBasale', 'SubdivisionOfEpidermis', 'IndependentContinuant', 'Entity', 'LayerOfEpidermis']"
TestOntologies/Skin Physiology Ontology 2.0.owl,InvaginationProcessFunction,3,,,8,"['InvaginationProcessFunction', 'PhysiologicalFunction', 'Continuant', 'CellularProcessFunction', 'StageOfEndocytosisFunction', 'Entity', 'DependentContinuant', 'StageOfReceptorMediatedEndocytosisFunction']"
TestOntologies/Skin Physiology Ontology 2.0.owl,InvaginationProcessFunction,1,8,5.4848,8,"['StageOfEndocytosisFunction', 'CellularProcessFunction', 'DependentContinuant', 'Continuant', 'InvaginationProcessFunction', 'PhysiologicalFunction', 'Entity', 'StageOfReceptorMediatedEndocytosisFunction']"
TestOntologies/Skin Physiology Ontology 2.0.owl,InvaginationProcessFunction,2,8,5.2726,8,"['StageOfEndocytosisFunction', 'CellularProcessFunction', 'DependentContinuant', 'Continuant', 'InvaginationProcessFunction', 'PhysiologicalFunction', 'Entity', 'StageOfReceptorMediatedEndocytosisFunction']"
TestOntologies/Skin Physiology Ontology 2.0.owl,TelogenFunction,3,,,6,"['TelogenFunction', 'PhysiologicalFunction', 'Continuant', 'HairGrowthPhaseFunction', 'Entity', 'DependentContinuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,TelogenFunction,1,6,4.6625,6,"['HairGrowthPhaseFunction', 'DependentContinuant', 'TelogenFunction', 'Entity', 'PhysiologicalFunction', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,TelogenFunction,2,6,4.0114,6,"['HairGrowthPhaseFunction', 'DependentContinuant', 'TelogenFunction', 'Entity', 'PhysiologicalFunction', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,LangerhansCell,3,,,8,"['Continuant', 'AnatomicalStructure', 'IndependentContinuant', 'Leukocyte', 'LangerhansCell', 'Entity', 'PhysicalObject', 'Cell']"
TestOntologies/Skin Physiology Ontology 2.0.owl,LangerhansCell,1,1170,681.5489,8,"['LangerhansCell', 'PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'Leukocyte', 'Cell', 'Continuant']"
TestOntologies/Skin Physiology Ontology 2.0.owl,LangerhansCell,2,465,268.6527,8,"['LangerhansCell', 'PhysicalObject', 'AnatomicalStructure', 'IndependentContinuant', 'Entity', 'Leukocyte', 'Cell', 'Continuant']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Sample_size,3,,,8,"['Study_type', 'Clinical_Trial_Study', 'Sample_size', 'Prospective_study', 'Clinical_trial', 'Statistical_concept', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Sample_size,1,8,2.7608,8,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Sample_size', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Sample_size,2,8,2.655,8,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Sample_size', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Non_random_allocation,3,,,9,"['Study_type', 'Allocation_scheme', 'Clinical_Trial_Study', 'Prospective_study', 'Study_characteristics', 'Non_random_allocation', 'Clinical_trial', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Non_random_allocation,1,9,3.1183,9,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Prospective_study', 'Non_random_allocation', 'Allocation_scheme', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Non_random_allocation,2,9,2.9811,9,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Prospective_study', 'Non_random_allocation', 'Allocation_scheme', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Percentage_body_weight_gain,3,,,12,"['Percentage_body_weight_gain', 'Body_weight_gain', 'Prospective_study', 'Primary_endpoint_measure', 'Clinical_trial', 'Statistical_concept', 'Study_type', 'Body_weight', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Percentage_body_weight_gain,1,12,4.7068,12,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Percentage_body_weight_gain', 'Statistical_concept', 'Prospective_study', 'Body_weight_gain', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Body_weight', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Percentage_body_weight_gain,2,12,5.1168,12,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Percentage_body_weight_gain', 'Statistical_concept', 'Prospective_study', 'Body_weight_gain', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Body_weight', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Ultrasound,3,,,8,"['Study_type', 'Clinical_Trial_Study', 'Clinical_trial_methods', 'Ultrasound', 'Prospective_study', 'Clinical_trial', 'Clinical_imagings', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Ultrasound,1,8,4.0566,8,"['Clinical_trial', 'Study_type', 'Prospective_study', 'Clinical_imagings', 'Ultrasound', 'Clinical_trial_methods', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Ultrasound,2,8,3.1769,8,"['Clinical_trial', 'Study_type', 'Prospective_study', 'Clinical_imagings', 'Ultrasound', 'Clinical_trial_methods', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Timing_of_outcome_measurement,3,,,8,"['Study_type', 'Clinical_Trial_Study', 'Prospective_study', 'Timing_of_outcome_measurement', 'Study_characteristics', 'Clinical_trial', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Timing_of_outcome_measurement,1,8,3.3707,8,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Prospective_study', 'Timing_of_outcome_measurement', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Timing_of_outcome_measurement,2,8,3.1076,8,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Prospective_study', 'Timing_of_outcome_measurement', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Multiple_experimental_unit_allocation_group,3,,,10,"['Study_type', 'Allocation_group_cardinality', 'Clinical_Trial_Study', 'Multiple_experimental_unit_allocation_group', 'Prospective_study', 'Study_characteristics', 'Assignment_characteristics', 'Clinical_trial', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Multiple_experimental_unit_allocation_group,1,10,3.6032,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Allocation_group_cardinality', 'Prospective_study', 'Assignment_characteristics', 'Multiple_experimental_unit_allocation_group', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Multiple_experimental_unit_allocation_group,2,10,3.4436,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Allocation_group_cardinality', 'Prospective_study', 'Assignment_characteristics', 'Multiple_experimental_unit_allocation_group', 'Study_characteristics', 'Clinical_Trial_Study', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Plasma_concentration,3,,,10,"['Study_type', 'Clinical_Trial_Study', 'Prospective_study', 'Clinical_outcome_measure', 'Primary_endpoint_measure', 'Clinical_trial', 'Statistical_concept', 'Structure_of_clinical_trial', 'Plasma_concentration', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Plasma_concentration,1,10,3.1472,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Plasma_concentration', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Plasma_concentration,2,10,3.362,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Plasma_concentration', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Apparent_dose,3,,,10,"['Study_type', 'Apparent_dose', 'Clinical_Trial_Study', 'Prospective_study', 'Clinical_outcome_measure', 'Primary_endpoint_measure', 'Clinical_trial', 'Statistical_concept', 'Structure_of_clinical_trial', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Apparent_dose,1,10,4.1847,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Apparent_dose', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Apparent_dose,2,10,3.5476,10,"['Clinical_trial', 'Study_type', 'Structure_of_clinical_trial', 'Statistical_concept', 'Prospective_study', 'Apparent_dose', 'Primary_endpoint_measure', 'Clinical_Trial_Study', 'Clinical_outcome_measure', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Expanded_access,3,,,5,"['Study_type', 'Clinical_Trial_Study', 'Quantitative_study_design', 'Analytical_study', 'Expanded_access']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Expanded_access,1,5,2.4626,5,"['Study_type', 'Quantitative_study_design', 'Expanded_access', 'Analytical_study', 'Clinical_Trial_Study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Expanded_access,2,5,1.7012,5,"['Study_type', 'Quantitative_study_design', 'Expanded_access', 'Analytical_study', 'Clinical_Trial_Study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Enrolling_by_invitation,3,,,10,"['Study_type', 'Enrolling_by_invitation', 'Clinical_Trial_Study', 'Recruitment_status', 'Prospective_study', 'Closed_study', 'Study_Conduct_Sub-Domain', 'Clinical_trial', 'Recruitment_of_patients', 'Longitudinal_study']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Enrolling_by_invitation,1,10,3.3837,10,"['Clinical_trial', 'Study_type', 'Prospective_study', 'Study_Conduct_Sub-Domain', 'Enrolling_by_invitation', 'Recruitment_status', 'Closed_study', 'Clinical_Trial_Study', 'Longitudinal_study', 'Recruitment_of_patients']"
TestOntologies/cto.clinical-trials-ontology.1.owl.xml,Enrolling_by_invitation,2,10,3.3262,10,"['Clinical_trial', 'Study_type', 'Prospective_study', 'Study_Conduct_Sub-Domain', 'Enrolling_by_invitation', 'Recruitment_status', 'Closed_study', 'Clinical_Trial_Study', 'Longitudinal_study', 'Recruitment_of_patients']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CARO_0001008,3,,,5,"['BFO_0000004', 'CARO_0001008', 'BFO_0000040', 'BFO_0000002', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CARO_0001008,1,5,3.682,5,"['BFO_0000004', 'BFO_0000040', 'CARO_0001008', 'BFO_0000002', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CARO_0001008,2,5,6.001,5,"['BFO_0000004', 'BFO_0000040', 'CARO_0001008', 'BFO_0000002', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021003,3,,,5,"['BFO_0000015', 'IAO_0021003', 'OBI_0000011', 'BFO_0000003', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021003,1,46,27.2913,5,"['IAO_0021003', 'BFO_0000015', 'BFO_0000003', 'OBI_0000011', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021003,2,34,24.8763,5,"['IAO_0021003', 'BFO_0000015', 'BFO_0000003', 'OBI_0000011', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000965,3,,,7,"['BFO_0000004', 'OBI_0000965', 'BFO_0000040', 'BFO_0000002', 'OBI_0100051', 'OBI_0001472', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000965,1,111,88.2862,7,"['BFO_0000004', 'OBI_0001472', 'BFO_0000040', 'OBI_0000965', 'OBI_0100051', 'BFO_0000002', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000965,2,78,64.8039,7,"['BFO_0000004', 'OBI_0001472', 'BFO_0000040', 'OBI_0000965', 'OBI_0100051', 'BFO_0000002', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000083,3,,,8,"['ICO_0000101', 'C90492', 'BFO_0000002', 'ICO_0000083', 'BFO_0000031', 'BFO_0000001', 'ICO_0000103', 'IAO_0000030']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000083,1,44,37.0968,8,"['IAO_0000030', 'C90492', 'ICO_0000101', 'ICO_0000083', 'BFO_0000002', 'ICO_0000103', 'BFO_0000031', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000083,2,30,23.9546,8,"['IAO_0000030', 'C90492', 'ICO_0000101', 'ICO_0000083', 'BFO_0000002', 'ICO_0000103', 'BFO_0000031', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CHEBI_16991,3,,,8,"['CHEBI_23367', 'CHEBI_33839', 'BFO_0000004', 'BFO_0000040', 'BFO_0000002', 'CHEBI_33696', 'CHEBI_16991', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CHEBI_16991,1,8,5.332,8,"['BFO_0000004', 'BFO_0000040', 'CHEBI_23367', 'CHEBI_33839', 'BFO_0000001', 'CHEBI_33696', 'BFO_0000002', 'CHEBI_16991']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,CHEBI_16991,2,8,6.6485,8,"['BFO_0000004', 'BFO_0000040', 'CHEBI_23367', 'CHEBI_33839', 'BFO_0000001', 'CHEBI_33696', 'BFO_0000002', 'CHEBI_16991']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000089,3,,,6,"['BFO_0000038', 'ICO_0000089', 'BFO_0000008', 'BFO_0000003', 'BFO_0000001', 'ICO_0000088']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000089,1,5,6.2892,6,"['BFO_0000038', 'BFO_0000008', 'ICO_0000088', 'ICO_0000089', 'BFO_0000003', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000089,2,5,3.7815,6,"['BFO_0000038', 'BFO_0000008', 'ICO_0000088', 'ICO_0000089', 'BFO_0000003', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000902,3,,,7,"['OBI_0000902', 'OBI_0001506', 'BFO_0000004', 'BFO_0000040', 'BFO_0000002', 'OBI_0100051', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000902,1,128,97.3156,7,"['BFO_0000004', 'BFO_0000040', 'OBI_0100051', 'OBI_0000902', 'BFO_0000002', 'OBI_0001506', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000902,2,91,68.3866,7,"['BFO_0000004', 'BFO_0000040', 'OBI_0100051', 'OBI_0000902', 'BFO_0000002', 'OBI_0001506', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021018,3,,,2,"['IAO_0021018', 'ObsoleteClass']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021018,1,2,2.877,2,"['ObsoleteClass', 'IAO_0021018']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,IAO_0021018,2,2,2.3547,2,"['ObsoleteClass', 'IAO_0021018']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000849,3,,,10,"['OBI_0666666', 'OBI_0000094', 'OBI_0000849', 'OBI_0666667', 'BFO_0000015', 'OBI_0000011', 'BFO_0000003', 'OBI_0302884', 'BFO_0000001', 'OBI_0600014']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000849,1,151,113.4357,10,"['BFO_0000015', 'OBI_0600014', 'OBI_0000849', 'OBI_0302884', 'BFO_0000003', 'OBI_0666667', 'OBI_0000011', 'OBI_0666666', 'OBI_0000094', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,OBI_0000849,2,102,81.4017,10,"['BFO_0000015', 'OBI_0600014', 'OBI_0000849', 'OBI_0302884', 'BFO_0000003', 'OBI_0666667', 'OBI_0000011', 'OBI_0666666', 'OBI_0000094', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000096,3,,,7,"['IAO_0000310', 'C45258', 'ICO_0000096', 'BFO_0000002', 'BFO_0000031', 'BFO_0000001', 'IAO_0000030']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000096,1,9,19.3476,7,"['C45258', 'ICO_0000096', 'IAO_0000030', 'IAO_0000310', 'BFO_0000002', 'BFO_0000031', 'BFO_0000001']"
TestOntologies/ico.informed-consent-ontology.9.owl.xml,ICO_0000096,2,10,17.7225,7,"['C45258', 'ICO_0000096', 'IAO_0000030', 'IAO_0000310', 'BFO_0000002', 'BFO_0000031', 'BFO_0000001']"
TestOntologies/ontodm-core.ontology-of-core-data-mining-entities.6.owl.xml,OntoDM_000261,3,,,7,"['IAO_0000005', 'BFO_0000002', 'OntoDM_000261', 'IAO_0000033', 'BFO_0000031', 'BFO_0000001', 'IAO_0000030']"
TestOntologies/ontodm-core.ontology-of-core-data-mining-entities.6.owl.xml,OntoDM_000261,1,15,29.7907,7,"['IAO_0000030', 'IAO_0000005', 'BFO_0000002', 'OntoDM_000261', 'BFO_0000031', 'BFO_0000001', 'IAO_0000033']"
